1.0,2.855E-6,0
1.0,4.52587E-4,0
2.0,1.118E-6,1
1.0,2.68203E-4,1
2.5,1.134E-6,2
1.0,1.41586E-4,2
2.6666666666666665,1.103E-6,3
1.0,1.50822E-4,3
2.708333333333333,1.284E-6,4
1.0,1.66473E-4,4
2.7166666666666663,1.313E-6,5
2.0,1.33787E-4,5
2.7180555555555554,1.35E-6,6
2.0,1.38176E-4,6
2.7182539682539684,1.553E-6,7
2.0,1.83548E-4,7
2.71827876984127,1.678E-6,8
2.0,1.87993E-4,8
2.7182815255731922,1.815E-6,9
2.0,1.53723E-4,9
2.7182818011463845,1.878E-6,10
2.5,1.60799E-4,10
2.718281826198493,2.116E-6,11
2.5,2.00912E-4,11
2.7182818282861687,2.314E-6,12
2.5,2.24129E-4,12
2.7182818284467594,2.378E-6,13
2.5,1.59129E-4,13
2.71828182845823,2.493E-6,14
2.5,1.89567E-4,14
2.718281828458995,3.535E-6,15
2.6666666666666665,1.54837E-4,15
2.718281828459043,2.872E-6,16
2.6666666666666665,1.73075E-4,16
2.7182818284590455,3.081E-6,17
2.6666666666666665,1.94555E-4,17
2.7182818284590455,5.284E-6,18
2.6666666666666665,2.58441E-4,18
2.7182818284590455,3.439E-6,19
2.6666666666666665,1.68298E-4,19
2.7182818284590455,3.963E-6,20
2.708333333333333,2.02111E-4,20
2.7182818284590455,3.993E-6,21
2.708333333333333,1.45489E-4,21
2.7182818284590455,6.681E-6,22
2.708333333333333,1.76878E-4,22
2.7182818284590455,2.063E-6,23
2.708333333333333,1.53555E-4,23
2.7182818284590455,1.91E-6,24
2.708333333333333,1.52631E-4,24
2.7182818284590455,2.001E-6,25
2.7166666666666663,1.52438E-4,25
2.7182818284590455,1.96E-6,26
2.7166666666666663,1.42258E-4,26
2.7182818284590455,2.017E-6,27
2.7166666666666663,1.63431E-4,27
2.7182818284590455,2.09E-6,28
2.7166666666666663,1.84269E-4,28
2.7182818284590455,3.0E-6,29
2.7166666666666663,1.6153E-4,29
2.7182818284590455,2.4E-6,30
2.7180555555555554,1.63558E-4,30
2.7182818284590455,2.403E-6,31
2.7180555555555554,1.54808E-4,31
2.7182818284590455,2.529E-6,32
2.7180555555555554,3.5349E-4,32
